question,answer,text
,"Kansai Telecasting Corporation Prize, 3rd Osaka Sculpture Triennale"," Kansai Telecasting Corporation Prize, 3rd Osaka Sculpture Triennale"
,12 May 1948, 12 May 1948
,2, 2
,Sri Prakasa , Sri Prakasa 
,Gilchrist, Gilchrist
,Lovedale High School, Lovedale High School
,August 1939, August 1939
,Desktop 1.4.1, Desktop 1.4.1
,08-1981, 08-1981
,Kiss My (Uh-Oh), Kiss My (Uh-Oh)
,1, 1
,"""Cast-iron songs & torch ballads"""," ""Cast-iron songs & torch ballads"""
,Kathajodi , Kathajodi 
,"November 30, 1976"," November 30, 1976"
,September 2018, September 2018
,A coffee bean, A coffee bean
,9, 9
,2, 2
,4, 4
,Patricia Bernstein, Patricia Bernstein
,Ashley Payne, Ashley Payne
,"Episode 2: Gluten Free Ebola, Season eighteen"," Episode 2: Gluten Free Ebola, Season eighteen"
,Season 4 Episode 9 Bug, Season 4 Episode 9 Bug
,1925, 1925
,My Snowboarding Skillz, My Snowboarding Skillz
,Connecticut College, Connecticut College
,19 of July of 2023, 19 of July of 2023
,Jalisco, Jalisco
,Georges Lemaître, Georges Lemaître
,Jacki, Jacki
,Vittoria Colizza, Vittoria Colizza
,giraffe, giraffe
,Citizen X8 Titanium Chronometer, Citizen X8 Titanium Chronometer
,1720, 1720
,R, R
,1944, 1944
,Diplomat, Diplomat
,Himachal Pradesh, Himachal Pradesh
,August 2018, August 2018
,Marcel Sabourin , Marcel Sabourin 
,Wishbone Records, Wishbone Records
,Ghulam Mohammed Sadiq, Ghulam Mohammed Sadiq
,10th, 10th
,1902, 1902
,"27,898"," 27,898"
,26 February 1952, 26 February 1952
,Casiraghi, Casiraghi
,1875, 1875
,September 1996, September 1996
,"December 19, 2008"," December 19, 2008"
,Olga Kharlan - Kim Ji-yeon: 15–14, Olga Kharlan - Kim Ji-yeon: 15–14
,Gray Dot Records, Gray Dot Records
,De Gruyter , De Gruyter 
,Japan, Japan
,Alison Garrs, Alison Garrs
,1997, 1997
,Willam, Willam
,Charles Elachi., Charles Elachi.
,774, 774
,"2,148"," 2,148"
,Infinity, Infinity
,1999, 1999
,Lady Tomoe, Lady Tomoe
,Disquisitiones Arithmeticae and Theoria motus corporum coelestium, Disquisitiones Arithmeticae and Theoria motus corporum coelestium
,"21 October, 1440."," 21 October, 1440."
,Scotland, Scotland
,"March 23, 1932 "," March 23, 1932 "
,Ahaetulla anomala, Ahaetulla anomala
,12 June 2003, 12 June 2003
,Fall 2021, Fall 2021
,National Academy of Design, National Academy of Design
,1007, 1007
,Adore Delano, Adore Delano
,Berlin, Berlin
,Red, Red
,1998, 1998
,Laszlo., Laszlo.
,"1,565"," 1,565"
,2012, 2012
,"May 1, 2016"," May 1, 2016"
,Seinosuke Toda, Seinosuke Toda
,Max Holste, Max Holste
,"May 21, 1936"," May 21, 1936"
,1997, 1997
,SIG Sauer P365 , SIG Sauer P365 
, Larray,  Larray
,1922, 1922
,Lord Pentland, Lord Pentland
,Penneru River, Penneru River
,19th August 1954, 19th August 1954
," €4,000","  €4,000"
,No Yana, No Yana
,Rambodh Village, Rambodh Village
,7, 7
,A MDS solution Top: dimensions 1 and 2; bottom: dimensions 1 and 3., A MDS solution Top: dimensions 1 and 2; bottom: dimensions 1 and 3.
,"14,403 ft"," 14,403 ft"
,27, 27
,Larrousse, Larrousse
,116, 116
,8 January 1994, 8 January 1994
, she was considered too rough ,  she was considered too rough 
,Artificial Intelligence, Artificial Intelligence
,Loreto D. Cabañes, Loreto D. Cabañes
,Low Countries., Low Countries.
,Twenty two, Twenty two
,121, 121
,"28,326.51"," 28,326.51"
,1963, 1963
,Adelboden, Adelboden
,Lying-in Hospital, Lying-in Hospital
,Rajouri, Rajouri
,1945, 1945
,Sullivan, Sullivan
,Adil Hussain, Adil Hussain
,In Relation in Space, In Relation in Space
,Warner Brothers Records., Warner Brothers Records.
,IIT (BHU), IIT (BHU)
,Michael Todd Robinson Jr., Michael Todd Robinson Jr.
," 70,435 spectators","  70,435 spectators"
, Louis Kievman,  Louis Kievman
,203, 203
,Music to the poetry of Ntinos Christianopoulos, Music to the poetry of Ntinos Christianopoulos
,"Houston, Atlanta, and Chicago"," Houston, Atlanta, and Chicago"
,1947, 1947
,PSLV-C53, PSLV-C53
,1989, 1989
,"Neon White Soundtrack Part 1 ""The Wicked Heart"""," Neon White Soundtrack Part 1 ""The Wicked Heart"""
,Marble, Marble
,1985, 1985
,Beji Caid Essebsi, Beji Caid Essebsi
,Prunus serotina., Prunus serotina.
,September 2013, September 2013
,Marcelo Viana, Marcelo Viana
,2007, 2007
,5000, 5000
,03:11:22, 03:11:22
,Linville River, Linville River
,Rana Bahadur Shah and Karnavati Jha., Rana Bahadur Shah and Karnavati Jha.
,Cléopâtre, Cléopâtre
,Valcárcel, Valcárcel
,1993, 1993
,Jesse Johnson, Jesse Johnson
,Fun Boy Three, Fun Boy Three
,Ginuwine, Ginuwine
,"1,455"," 1,455"
,20 April 1922, 20 April 1922
,Svalbard, Svalbard
,2007, 2007
,1988, 1988
,March 1958. , March 1958. 
,84.32%, 84.32%
,New Delhi, New Delhi
,13 Nov 2007, 13 Nov 2007
,"7,804"," 7,804"
,Jazz, Jazz
,1 May 1988, 1 May 1988
,1997, 1997
,Ghulam Ishaq Khan, Ghulam Ishaq Khan
,1923, 1923
,Arlan Lerio, Arlan Lerio
,Clara Burel, Clara Burel
,42 injuries. , 42 injuries. 
,Don Juan Gregorio Duque, Don Juan Gregorio Duque
,Eugène-Étienne Taché, Eugène-Étienne Taché
,Squire Boone, Squire Boone
,Arjun Rajiv, Arjun Rajiv
,Ward, Ward
,Botswana, Botswana
,"May, 28, and 2019"," May, 28, and 2019"
,Alexander Mackenzie, Alexander Mackenzie
,1960, 1960
,Doakes, Doakes
,"May 11, 1953"," May 11, 1953"
,A crab and Heracles, A crab and Heracles
,9 September 1996, 9 September 1996
,Catlyn's Clothier, Catlyn's Clothier
,"March 24, 1938"," March 24, 1938"
,0., 0.
,"March 1, 1997"," March 1, 1997"
,Sonya, Sonya
,175, 175
,1981, 1981
,Kiyosi Itô, Kiyosi Itô
,Uncasville, Uncasville
,Dušan Lajović, Dušan Lajović
,Florencia de la V, Florencia de la V
,"10 August, 2023"," 10 August, 2023"
,January 2021, January 2021
,Pallas, Pallas
,2001, 2001
,1966, 1966
,South Carolina, South Carolina
,1951, 1951
,Romanian, Romanian
,"June 3, 2004"," June 3, 2004"
,"July 21, 2022"," July 21, 2022"
,TAKE2, TAKE2
,1966, 1966
,Rossi, Rossi
,Mehbooba Mufti, Mehbooba Mufti
,25 April 2001, 25 April 2001
,Bishkek, Bishkek
,1702, 1702
,1959, 1959
,Sthapatya-Shastra, Sthapatya-Shastra
,"March 21, 2012"," March 21, 2012"
,1991, 1991
,10.1515/cllt-2021-0018, 10.1515/cllt-2021-0018
,1997, 1997
,Zakia Nabi Kazi, Zakia Nabi Kazi
,Brazilian rosewood, Brazilian rosewood
,Aaron Leo Brody, Aaron Leo Brody
,Tatebayashi , Tatebayashi 
,4 Dec 2020, 4 Dec 2020
, Princeton University,  Princeton University
,26 July 1938, 26 July 1938
,"May 19, 1997"," May 19, 1997"
,Takumi Minamino, Takumi Minamino
,1958, 1958
,14, 14
,1958, 1958
,3, 3
,Ann Kramer, Ann Kramer
,The Sun, The Sun
,30 January 2007, 30 January 2007
,1854, 1854
,9 December 1974, 9 December 1974
,Mechanical Engineering, Mechanical Engineering
,77, 77
,1997, 1997
,23 April 2021, 23 April 2021
,Hildanusstrasse, Hildanusstrasse
,2009, 2009
,Manhattan, Manhattan
,48, 48
,2008, 2008
,1618, 1618
,ExpressLane, ExpressLane
,2008, 2008
,1.0.6.1, 1.0.6.1
,ZeroOne Award, ZeroOne Award
,Harry Keen, Harry Keen
,Chaj Doab (Jech Doab), Chaj Doab (Jech Doab)
,Madurai Shanmukhavadivu Subbulakshmi, Madurai Shanmukhavadivu Subbulakshmi
,Vacheron Constantin, Vacheron Constantin
,"June 18, 2022"," June 18, 2022"
,Egg Planet, Egg Planet
,Pune city police, Pune city police
,550 hp, 550 hp
,1985, 1985
,Gray, Gray
,15 July 1990, 15 July 1990
,Vanessa Bayer, Vanessa Bayer
,December 2013, December 2013
,Frank Wattendorf, Frank Wattendorf
,1852, 1852
,The Richard Stockton College , The Richard Stockton College 
,2000, 2000
,1958, 1958
,1600, 1600
,Arab Creativity Oscar., Arab Creativity Oscar.
,Friedrich Tietjen, Friedrich Tietjen
,"""-ussy"""," ""-ussy"""
,351, 351
,Fateh Jang Shah, Fateh Jang Shah
,Lewis & Clark, Lewis & Clark
,David Hilbert, David Hilbert
,Michael Waterman, Michael Waterman
,34, 34
,The Psychedelic Review, The Psychedelic Review
,da Vinci Arts Middle School, da Vinci Arts Middle School
,Wavertree Technology Park, Wavertree Technology Park
,MacPherson, MacPherson
,a bell inside a circle, a bell inside a circle
,Mariano Belmar, Mariano Belmar
,Bashir Ahmad War, Bashir Ahmad War
,80, 80
,Busbie Castle , Busbie Castle 
,Version 3.2.6827, Version 3.2.6827
,"Season 5, Episode 3."," Season 5, Episode 3."
,"May 24, 2023"," May 24, 2023"
,Hans Bohn, Hans Bohn
,La Crosse Central High School, La Crosse Central High School
,1954, 1954
,2002, 2002
,2007, 2007
,2, 2
,Linhardt, Linhardt
,A vineyard., A vineyard.
,Waco, Waco
,2014-041A, 2014-041A
,1481, 1481
,Anthropology, Anthropology
,D, D
,Terry Spencer & Tom Spencer, Terry Spencer & Tom Spencer
,1973, 1973
,37, 37
,18 July 2023, 18 July 2023
,1873, 1873
,"1 January, 1972"," 1 January, 1972"
,MARGINOFERROR function, MARGINOFERROR function
,Percy Brown , Percy Brown 
,Iltija and Irtiqa., Iltija and Irtiqa.
,2 October 1978, 2 October 1978
,P. Dhanapal, P. Dhanapal
,February 1945, February 1945
,1835, 1835
,Katrina Lehis, Katrina Lehis
,91 Aegina, 91 Aegina
,Franklin Delano Roosevelt, Franklin Delano Roosevelt
,"50,777.56"," 50,777.56"
,1979, 1979
,615, 615
,John Matoian, John Matoian
,1983, 1983
,1 ton, 1 ton
,Southport Island, Southport Island
,car bumpers, car bumpers
,Vale of Kashmir, Vale of Kashmir
,"Baltimore, Maryland"," Baltimore, Maryland"
,"June 17, 2021"," June 17, 2021"
,"""Roar"" by Katy Perry"," ""Roar"" by Katy Perry"
,1714, 1714
,"July 3, 1863"," July 3, 1863"
,10 August 843, 10 August 843
,August 2015, August 2015
,10 July 1902, 10 July 1902
,Bacha Nagma , Bacha Nagma 
,Richard Hunt., Richard Hunt.
,Leo von Caprivi, Leo von Caprivi
,Muma Emmanuel, Muma Emmanuel
,sun's rays, sun's rays
,2011, 2011
,50., 50.
,Kabon, Kabon
,13 October 1930, 13 October 1930
,44, 44
,1469 Church Street NW, 1469 Church Street NW
,Blackwater fort, Blackwater fort
,1 year and 24 days, 1 year and 24 days
,7 March 2005, 7 March 2005
,1880, 1880
,Kimberley, Kimberley
,"300,897"," 300,897"
,Checkmate Strategies, Checkmate Strategies
,Indemnities, Indemnities
,CouchPotato, CouchPotato
,Australia, Australia
,Robert Warington, Robert Warington
,July 7, July 7
,Bede Cottage, Bede Cottage
,2015, 2015
,Mirza Afzal Beg, Mirza Afzal Beg
,1950, 1950
,48, 48
,Fleur d’ajonc, Fleur d’ajonc
,1.04, 1.04
,Abolition, Abolition
,Rev. Randy McCain, Rev. Randy McCain
,1840, 1840
,Purnashashi Devi and Kula Chandra Dey, Purnashashi Devi and Kula Chandra Dey
,6th, 6th
,1.06, 1.06
,Harvard, Harvard
,"Lucy, Darcy and Cotton."," Lucy, Darcy and Cotton."
,1897, 1897
,Nine, Nine
,Hippler, Hippler
,four days, four days
,107, 107
,DB12457, DB12457
,Carla, Carla
,"June 1946, Shimla, Punjab, British India"," June 1946, Shimla, Punjab, British India"
,8, 8
,Robert Abbot, Robert Abbot
,George Joseph Moscone, George Joseph Moscone
,24 January 1994, 24 January 1994
,Fogg, Fogg
,Nick Faldo, Nick Faldo
,Dora Tamana, Dora Tamana
,ROC , ROC 
,1886, 1886
,Heinrich Vogl, Heinrich Vogl
,April 2022, April 2022
,1986, 1986
,Hassan Emilio Kabande Laija, Hassan Emilio Kabande Laija
,Devon Scout-Hale., Devon Scout-Hale.
,11, 11
, Seoul,  Seoul
,Caius Gabriel Cibber, Caius Gabriel Cibber
,Stan Bliss, Stan Bliss
,Mohammad Ayyub Waqif, Mohammad Ayyub Waqif
,Caldera of Yellowstone Analytic Nexus, Caldera of Yellowstone Analytic Nexus
,hammer-dressed, hammer-dressed
,"Russia, Ukraine, Belarus, Poland. Italy, Germany, and Quebec."," Russia, Ukraine, Belarus, Poland. Italy, Germany, and Quebec."
,Ketanji Brown Jackson, Ketanji Brown Jackson
,MINVERSE, MINVERSE
,2004, 2004
,Menace Ball, Menace Ball
,29 January 1983, 29 January 1983
,"Santa Barbara, California"," Santa Barbara, California"
,1994-033A, 1994-033A
,PSLV-C52, PSLV-C52
,"May 7, 1991."," May 7, 1991."
,God, God
,KRBB, KRBB
,Shanti, Shanti
,"Season 2 Episode 3: ""Ike's Wee Wee"""," Season 2 Episode 3: ""Ike's Wee Wee"""
,20, 20
,Patrice Émery Lumumba., Patrice Émery Lumumba.
,Season 2, Season 2
,Evelyn Lynn Hu, Evelyn Lynn Hu
,Moo Moo Farm, Moo Moo Farm
,Rounding Out the Journey, Rounding Out the Journey
,December 1972, December 1972
,Carol S. Wood, Carol S. Wood
,1993, 1993
,"March 22, 2011"," March 22, 2011"
,Robert Nairne, Robert Nairne
,2022, 2022
,University of Alberta , University of Alberta 
,22 October 1925, 22 October 1925
,2002, 2002
,1998, 1998
,3, 3
,Anup Ghimire, Anup Ghimire
,2048, 2048
,2004, 2004
,1866, 1866
,Kris Krude, Kris Krude
,"1,000"," 1,000"
,Edith Zewelani Nawakwi, Edith Zewelani Nawakwi
,1977, 1977
,1965, 1965
, Dipali Nag née Talukdar,  Dipali Nag née Talukdar
,Khanqah of Shah Hamadan, Khanqah of Shah Hamadan
,Kitagawa, Kitagawa
,16 July 1944, 16 July 1944
,Daddy McCloud, Daddy McCloud
,"""Cindy Sherman: The Complete Untitled Film Stills"""," ""Cindy Sherman: The Complete Untitled Film Stills"""
,State President Swart Peak, State President Swart Peak
,Shinya Yamanaka, Shinya Yamanaka
,August 1897, August 1897
,26, 26
,2009, 2009
,Second position, Second position
,3, 3
,1980, 1980
,Early Work of Cindy Sherman, Early Work of Cindy Sherman
,slavery, slavery
,Terrence Bolatinsky, Terrence Bolatinsky
,2010, 2010
,"Season 3, Episode 15: No One Can Hear You"," Season 3, Episode 15: No One Can Hear You"
,6, 6
,April 1986, April 1986
,"""Angrathar's Shadow"""," ""Angrathar's Shadow"""
,Northeastern University, Northeastern University
,1976, 1976
," 3,342.49","  3,342.49"
,2009, 2009
,"""Theme of Rocky Ridge"""," ""Theme of Rocky Ridge"""
,James Valentine, James Valentine
,"Waterville, Vermont"," Waterville, Vermont"
,Janet Emerson Bashen, Janet Emerson Bashen
, Jacob Oulanyah,  Jacob Oulanyah
,1977, 1977
,Three, Three
,Perth at the WACA, Perth at the WACA
,Londa Schiebinger, Londa Schiebinger
,1964, 1964
,Pozzaglia Sabina, Pozzaglia Sabina
,15 March 1953, 15 March 1953
,20/May/1956, 20/May/1956
,2011, 2011
, four,  four
,Steve Ubl, Steve Ubl
,"January 13, 2004"," January 13, 2004"
,Six., Six.
,Niloufar Bayan, Niloufar Bayan
,"April 30, 2023"," April 30, 2023"
,none, none
,Mrs. Rup SP Singh, Mrs. Rup SP Singh
,2021, 2021
,February 2022, February 2022
,Ji Chung-ho, Ji Chung-ho
,Claude Bourdet, Claude Bourdet
,Colin Montgomerie, Colin Montgomerie
,1934, 1934
,17 May 2013, 17 May 2013
,Irvette Van Zyl, Irvette Van Zyl
,Anselm Domènech, Anselm Domènech
,Roman Chatov., Roman Chatov.
,Dennis Weaver, Dennis Weaver
,Harry Gesner., Harry Gesner.
,Braulio Valley, Braulio Valley
,"University of Wisconsin, Madison"," University of Wisconsin, Madison"
,21 May 2009, 21 May 2009
,"154,965"," 154,965"
,1948, 1948
,Virginia Tech 0 - 27 Alabama, Virginia Tech 0 - 27 Alabama
,"1,093"," 1,093"
,kunekune, kunekune
,2017, 2017
,Sabellidae, Sabellidae
,Barbara Sinclair, Barbara Sinclair
,Rubén Enrique Stolek, Rubén Enrique Stolek
,1947., 1947.
,"20 May, 2010"," 20 May, 2010"
,Surendra Kunwar, Surendra Kunwar
,2008, 2008
,Sarah Lovejoy, Sarah Lovejoy
,"""Dream Serenade"""," ""Dream Serenade"""
,Miss Fun Fishing, Miss Fun Fishing
, Mizoram,  Mizoram
,195.44, 195.44
,Glycerophosphocholine phosphodiesterase, Glycerophosphocholine phosphodiesterase
,2000, 2000
,34, 34
,Silk factory., Silk factory.
,Charlie Brooker, Charlie Brooker
,Dysentery, Dysentery
,The Green Pastures, The Green Pastures
,Bell Labs, Bell Labs
,June Huh, June Huh
," July, 1972","  July, 1972"
,Charles Jacobs, Charles Jacobs
,2 July 1990, 2 July 1990
,1990, 1990
,Irving S. Reed, Irving S. Reed
,2021, 2021
,"""I Want to Hold Your Hand"""," ""I Want to Hold Your Hand"""
,1959, 1959
,"November 8, 2022"," November 8, 2022"
,1989-075A, 1989-075A
,Valentine, Valentine
,"""Ordinary Days"""," ""Ordinary Days"""
,"October 28, 2021."," October 28, 2021."
,July, July
,"July 8, 1926"," July 8, 1926"
,Siegfried Bollag, Siegfried Bollag
,1999, 1999
,1692, 1692
,1939, 1939
,Monica, Monica
,From 1976 to 1977, From 1976 to 1977
,"""The Anatomy of the Tongue in Cheek"""," ""The Anatomy of the Tongue in Cheek"""
,1907, 1907
,Cecil J Nesbitt, Cecil J Nesbitt
,May 2018, May 2018
,1788, 1788
,26 July 1851, 26 July 1851
,A pilot, A pilot
,Lloyd Hopkins Field, Lloyd Hopkins Field
,"February 4, 2009"," February 4, 2009"
,"October 2, 2002"," October 2, 2002"
,Moinuddin Ahmad., Moinuddin Ahmad.
,"March 16, 2010"," March 16, 2010"
,952.63 km2, 952.63 km2
,Teatro Lyrico Fluminense, Teatro Lyrico Fluminense
,"Bolzano, Italy"," Bolzano, Italy"
,2017., 2017.
,2004, 2004
,Query Processing in Heterogeneous Mediated Systems, Query Processing in Heterogeneous Mediated Systems
,None., None.
,5 January 1995, 5 January 1995
,Kathmandu College of Management., Kathmandu College of Management.
,800, 800
,7, 7
,31 August 1944, 31 August 1944
,1st January , 1st January 
,Karl Kazimirovich Kostsyushko-Valyuzhinich, Karl Kazimirovich Kostsyushko-Valyuzhinich
,1938, 1938
,James McKeen Cattell, James McKeen Cattell
,JSRV, JSRV
,6, 6
,Vsevolod, Vsevolod
,Romsdal District Court, Romsdal District Court
,Cynthia Dooling, Cynthia Dooling
,Craft services, Craft services
,"January 31, 2022."," January 31, 2022."
,July 2015, July 2015
,5 July 1984, 5 July 1984
,"4,000"," 4,000"
," 38,575.48","  38,575.48"
,Lyudmila Zhuravlyova, Lyudmila Zhuravlyova
,Best Multichannel Programme, Best Multichannel Programme
,19 October 2009 , 19 October 2009 
,Zanele Muholi: African Women Photographers #1, Zanele Muholi: African Women Photographers #1
,The angel Uriel., The angel Uriel.
,New York, New York
,"24 hours, 39 minutes and 35 seconds"," 24 hours, 39 minutes and 35 seconds"
,Allan Cunningham, Allan Cunningham
,Hermogenes, Hermogenes
,zero, zero
,"September 14, 2007."," September 14, 2007."
,1546, 1546
,"May 19, 2015"," May 19, 2015"
,Abhay, Abhay
,1880, 1880
,2018, 2018
,1556, 1556
,Berlin City World Youth Festival, Berlin City World Youth Festival
,Muhammad Ali Jinnah, Muhammad Ali Jinnah
,Blodgett, Blodgett
,1818, 1818
,"November 5, 1966."," November 5, 1966."
,"May 29, 2023"," May 29, 2023"
, Ali Mohammed Tariq,  Ali Mohammed Tariq
,"May 2, 1605"," May 2, 1605"
,1946, 1946
,Erich Ribbeck, Erich Ribbeck
,500+ years, 500+ years
, Raimund Seidel,  Raimund Seidel
,"July 31, 2023."," July 31, 2023."
,Baldwin County in Alabama., Baldwin County in Alabama.
,Nagasaki, Nagasaki
,March 31st 2021, March 31st 2021
,The chhau., The chhau.
,January 1977, January 1977
,5q14.1, 5q14.1
,"December 6, 2016"," December 6, 2016"
,Music for the Connoisseur, Music for the Connoisseur
,1954, 1954
,January 2020, January 2020
,Kindly accept my humble and respectful dandabats., Kindly accept my humble and respectful dandabats.
,"November 1, 2009"," November 1, 2009"
,Brain Tumor, Brain Tumor
,Zari., Zari.
,Tsang, Tsang
,hyperfixation, hyperfixation
,Ganderbal, Ganderbal
,Henry, Henry
,October 22 2012, October 22 2012
,Seventh, Seventh
,Johnny Bravo, Johnny Bravo
,Derrig, Derrig
,1942, 1942
,Chief Justice of Kerala High Court , Chief Justice of Kerala High Court 
,ValPaL (Valency Patterns Leipzig) database, ValPaL (Valency Patterns Leipzig) database
,1993, 1993
,Utrecht University, Utrecht University
,Jackée Harry, Jackée Harry
,Three, Three
,Gunnar Hägg, Gunnar Hägg
,Patch 5.2.0, Patch 5.2.0
,25 October 1884, 25 October 1884
,1998, 1998
,0:40:30, 0:40:30
,1963, 1963
,Nan Laird, Nan Laird
,1973, 1973
,50.16, 50.16
,Syed Qasim Shah Hamdani., Syed Qasim Shah Hamdani.
,3 metres, 3 metres
,Two, Two
,Billy Graham , Billy Graham 
,"May 12, 2009"," May 12, 2009"
,Daisuke Kishio., Daisuke Kishio.
,Maneater, Maneater
,1928, 1928
,3, 3
,James Turner, James Turner
,-2, -2
,Museum of Manufactures, Museum of Manufactures
,Tei-ichi Ito, Tei-ichi Ito
,August 2011, August 2011
,Kansas City Chiefs 38 - 35 Philadelphia Eagles, Kansas City Chiefs 38 - 35 Philadelphia Eagles
,2 April 2020, 2 April 2020
,Maria Lassnig, Maria Lassnig
,forum non conveniens, forum non conveniens
,"December 14, 2022"," December 14, 2022"
,Nicholas Pirotton, Nicholas Pirotton
,1949, 1949
,Elephant, Elephant
,Microscale thermal phenomena in optical and optoelectronic thin film devices, Microscale thermal phenomena in optical and optoelectronic thin film devices
,Barry Mazur, Barry Mazur
,30 May 2022, 30 May 2022
,2019, 2019
,Jenna, Jenna
,West 125 Street and Lenox Avenue, West 125 Street and Lenox Avenue
,2001 and 2002, 2001 and 2002
,"September 20, 2022"," September 20, 2022"
,Nyeri High School, Nyeri High School
,11 March 1979, 11 March 1979
,"1 year, 161 days"," 1 year, 161 days"
,June 1965, June 1965
,Erik Willis, Erik Willis
,Anantnag, Anantnag
,2016, 2016
,TV Soap Personality, TV Soap Personality
,1213, 1213
,"""Diamond Heart"""," ""Diamond Heart"""
,Bonnie L Bassler, Bonnie L Bassler
,March 2017, March 2017
,James Brewster, James Brewster
, June 2012,  June 2012
,Peter Franaszek, Peter Franaszek
,2012, 2012
,"Keisha ""Kai"" Ghost"," Keisha ""Kai"" Ghost"
,Sir Henry Cheere, Sir Henry Cheere
,LD-04, LD-04
,"October 30, 1997"," October 30, 1997"
,McGill University., McGill University.
,64, 64
,2490 cc, 2490 cc
,1968, 1968
,Matthew Pappadia, Matthew Pappadia
,"October 4, 1921"," October 4, 1921"
,Horsham, Horsham
,Newburgh, Newburgh
,20, 20
,2002, 2002
,1895., 1895.
,Kionyo Primary School, Kionyo Primary School
,"September 19, 1999"," September 19, 1999"
,Lieutenant Governor Manoj Sinha, Lieutenant Governor Manoj Sinha
,Ebenezer Ako-Adjei, Ebenezer Ako-Adjei
,Lemberg., Lemberg.
,SH 5A, SH 5A
,Lu, Lu
,7 January, 7 January
, University of Cape Town,  University of Cape Town
,a rapist, a rapist
,BEDROOM, BEDROOM
,1953, 1953
,Lystrup, Lystrup
,June 12 2019, June 12 2019
,102, 102
,Finn-Dorset, Finn-Dorset
,Lahore, Lahore
,"November 6, 1875"," November 6, 1875"
,1.4.4, 1.4.4
,CGS Habba Khatoon, CGS Habba Khatoon
,5 November 1990, 5 November 1990
,Stefanos Tsitsipas, Stefanos Tsitsipas
,2008-2013, 2008-2013
,1913, 1913
,July 2019, July 2019
,Massey , Massey 
,Germany and Italy, Germany and Italy
,May 25 of 2023, May 25 of 2023
,Stiven Mesa Londoño , Stiven Mesa Londoño 
,Stratigraphy of the Hamilton Group of New York, Stratigraphy of the Hamilton Group of New York
,Mexico, Mexico
,1 April 1993, 1 April 1993
,George, George
,"Baltimore, Maryland"," Baltimore, Maryland"
,"Peter ""Petey"" Kilmer"," Peter ""Petey"" Kilmer"
,1800 JPY, 1800 JPY
,128th, 128th
,1743, 1743
,4.86 m, 4.86 m
,1957, 1957
,Spathius galinae , Spathius galinae 
,Nelson and Winnie., Nelson and Winnie.
,12 operator cells., 12 operator cells.
,Clustering roles, Clustering roles
,1787., 1787.
,Verdiana Grace Masanja, Verdiana Grace Masanja
,Caridea, Caridea
,they, they
,14 January 2010, 14 January 2010
,"April 23, 1942"," April 23, 1942"
,Federico Lacroze and Callao, Federico Lacroze and Callao
,Nenah Elinor Fry, Nenah Elinor Fry
,12 February 2005, 12 February 2005
,1987, 1987
,68%, 68%
,"May 28, 1964"," May 28, 1964"
,University of Geneva, University of Geneva
,Shubert Organization, Shubert Organization
,"July 27, 1956."," July 27, 1956."
,Nigo, Nigo
,Kylian Mbappé, Kylian Mbappé
,1878, 1878
,Morris and Alex , Morris and Alex 
,Bonnie, Bonnie
,"June 4, 2021"," June 4, 2021"
,James Albery's Pink Dominoes, James Albery's Pink Dominoes
,Penalties, Penalties
,17th September 2021, 17th September 2021
,James Demmel, James Demmel
,4, 4
,4 September 1282, 4 September 1282
,BenJamin P. Johnson, BenJamin P. Johnson
,Toba Tek Singh, Toba Tek Singh
,Tennessee, Tennessee
,2009., 2009.
,2018, 2018
,John the Baptist., John the Baptist.
,April 2007, April 2007
,Hong Kong, Hong Kong
,1967, 1967
,61, 61
,Ghavaniska system, Ghavaniska system
,Mark's wife., Mark's wife.
,The Shell Ultra Helix Cup., The Shell Ultra Helix Cup.
,Texas, Texas
,9, 9
,Garfield, Garfield
,Regina Thelma, Regina Thelma
,6, 6
,"Season 2, Episode 10 ""Brain Eraser"""," Season 2, Episode 10 ""Brain Eraser"""
,2, 2
,"""Foolishness, Dante. Foolishness. Might controls everything. And without strength you can not protect anything. Let alone yourself."""," ""Foolishness, Dante. Foolishness. Might controls everything. And without strength you can not protect anything. Let alone yourself."""
,"Roberto Dromi
"," Roberto Dromi
"
,The Snake, The Snake
,Sandra Douglass Morgan, Sandra Douglass Morgan
,Ten., Ten.
,2007, 2007
,Charles, Charles
, University of Toronto in 1966,  University of Toronto in 1966
,Purdue, Purdue
, 90 grams,  90 grams
,"16 May, 1996."," 16 May, 1996."
, Fleury-Mérogis Prison,  Fleury-Mérogis Prison
,Antonio Mucci, Antonio Mucci
,https://doi.org/10.1515/cllt-2017-0057, https://doi.org/10.1515/cllt-2017-0057
,Sara Herlihy, Sara Herlihy
,November 2022, November 2022
,Juniata College, Juniata College
,1978, 1978
,1953, 1953
,Kaunas, Kaunas
,Mingus Ulysses Mapps, Mingus Ulysses Mapps
,"November 12, 1973."," November 12, 1973."
,Massimiliano Soldani-Benzi, Massimiliano Soldani-Benzi
,1993, 1993
,"12,486.40"," 12,486.40"
,Pearsall High School, Pearsall High School
,2003, 2003
,C, C
,5, 5
,4, 4
,"2,067"," 2,067"
,4 January 1990., 4 January 1990.
,Friedrich Paulus, Friedrich Paulus
,	16 September 2013, 	16 September 2013
,Bristol, Bristol
,5, 5
,19 July 1970, 19 July 1970
,December 2019, December 2019
, 50 Yeas and 49 Nays,  50 Yeas and 49 Nays
,20 October 1620, 20 October 1620
,"Odessa, Florida"," Odessa, Florida"
,"January 30, 2013"," January 30, 2013"
